Project, Fun, Type, Info, Line Num, Filename, Link,
vitessio/vitess,Subscribe,Candidate param,Name : size_logger, Mandatory : true,112,/tmp/clone-example030370585/go/streamlog/streamlog.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/streamlog/streamlog.go#L112,
vitessio/vitess,LogToFile,Integer as a chan bound,Name : &{12449859 INT 1},164,/tmp/clone-example030370585/go/streamlog/streamlog.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/streamlog/streamlog.go#L164,
vitessio/vitess,LogToFile,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,176,/tmp/clone-example030370585/go/streamlog/streamlog.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/streamlog/streamlog.go#L176,
vitessio/vitess,Wait,Integer as a chan bound,Name : &{12466427 INT 1},56,/tmp/clone-example030370585/go/proc/proc.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/proc/proc.go#L56,
vitessio/vitess,Watch,Integer as a chan bound,Name : &{7706447 INT 10},57,/tmp/clone-example030370585/go/vt/topo/consultopo/watch.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/topo/consultopo/watch.go#L57,
vitessio/vitess,Watch,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,67,/tmp/clone-example030370585/go/vt/topo/consultopo/watch.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/topo/consultopo/watch.go#L67,
vitessio/vitess,StreamExecute,Candidate param,Name : Rows_reply_response, Mandatory : true,133,/tmp/clone-example030370585/go/vt/vtgate/fakerpcvtgateconn/conn.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vtgate/fakerpcvtgateconn/conn.go#L133,
vitessio/vitess,startShardSync,Integer as a chan bound,Name : &{14654668 INT 1},237,/tmp/clone-example030370585/go/vt/vttablet/tabletmanager/shard_sync.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/tabletmanager/shard_sync.go#L237,
vitessio/vitess,initTLSConfig,Integer as a chan bound,Name : &{13051310 INT 1},346,/tmp/clone-example030370585/go/vt/vtgate/plugin_mysql_server.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vtgate/plugin_mysql_server.go#L346,
vitessio/vitess,init,Candidate param,Name : aggrChanSize, Mandatory : true,92,/tmp/clone-example030370585/go/vt/vtgate/status.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vtgate/status.go#L92,
vitessio/vitess,init,Integer as a chan bound,Name : aggrChanSize,92,/tmp/clone-example030370585/go/vt/vtgate/status.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vtgate/status.go#L92,
vitessio/vitess,NewTabletGateway,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,130,/tmp/clone-example030370585/go/vt/vtgate/tabletgateway.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vtgate/tabletgateway.go#L130,
vitessio/vitess,setDeadline,Integer as a add bound,Name : &{6630157 INT 1},345,/tmp/clone-example030370585/go/vt/vttablet/tabletserver/connpool/dbconn.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/tabletserver/connpool/dbconn.go#L345,
vitessio/vitess,NewRandTicker,Integer as a chan bound,Name : &{3201451 INT 1},35,/tmp/clone-example030370585/go/timer/randticker.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/timer/randticker.go#L35,
vitessio/vitess,NewRandTicker,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,39,/tmp/clone-example030370585/go/timer/randticker.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/timer/randticker.go#L39,
vitessio/vitess,Watch,Integer as a chan bound,Name : &{6122798 INT 100},49,/tmp/clone-example030370585/go/vt/topo/memorytopo/watch.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/topo/memorytopo/watch.go#L49,
vitessio/vitess,InstallSignalHandlers,Integer as a chan bound,Name : &{13748861 INT 1},174,/tmp/clone-example030370585/go/vt/worker/instance.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/instance.go#L174,
vitessio/vitess,copy,Candidate param,Name : destinationWriterCount_scw, Mandatory : true,498,/tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go#L498,
vitessio/vitess,copy,Candidate param,Name : destinationWriterCount_scw, Mandatory : true,501,/tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go#L501,
vitessio/vitess,copy,Chan in for,,498,/tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go#L498,
vitessio/vitess,copy,Integer as a spawning for bound,Name : &{13850173 INT 0},501,/tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go#L501,
vitessio/vitess,copy,Integer as a add bound,Name : &{13850243 INT 1},502,/tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go#L502,
vitessio/vitess,fetchLoop,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,69,/tmp/clone-example030370585/go/vt/worker/executor.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/executor.go#L69,
vitessio/vitess,copy,Go in for,,503,/tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go#L503,
vitessio/vitess,copy,Go in for,,500,/tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go#L500,
vitessio/vitess,copy,Integer as a add bound,Name : &{13852454 INT 1},563,/tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go#L563,
vitessio/vitess,copy,Go in for,,564,/tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go#L564,
vitessio/vitess,copy,Slice as a for bound,Name : []_/tmp/clone-example030370585/go/vt/worker.chunk,562,/tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go#L562,
vitessio/vitess,copy,Integer as a add bound,Name : &{13854468 INT 1},621,/tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go#L621,
vitessio/vitess,copy,Go in for,,622,/tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/legacy_split_clone.go#L622,
vitessio/vitess,diff,Candidate param,Name : tableDefinitions, Mandatory : true,864,/tmp/clone-example030370585/go/vt/worker/multi_split_diff.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/multi_split_diff.go#L864,
vitessio/vitess,diff,Candidate param,Name : parallelDiffsCount_msdw, Mandatory : true,872,/tmp/clone-example030370585/go/vt/worker/multi_split_diff.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/multi_split_diff.go#L872,
vitessio/vitess,diff,Func as a chan bound,Name : len(tableDefinitions),864,/tmp/clone-example030370585/go/vt/worker/multi_split_diff.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/multi_split_diff.go#L864,
vitessio/vitess,diff,len() as a chan bound,Name : len(tableDefinitions),864,/tmp/clone-example030370585/go/vt/worker/multi_split_diff.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/multi_split_diff.go#L864,
vitessio/vitess,diff,Integer as a spawning for bound,Name : &{13455615 INT 0},872,/tmp/clone-example030370585/go/vt/worker/multi_split_diff.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/multi_split_diff.go#L872,
vitessio/vitess,diff,Integer as a add bound,Name : &{13455914 INT 1},878,/tmp/clone-example030370585/go/vt/worker/multi_split_diff.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/multi_split_diff.go#L878,
vitessio/vitess,diff,Go in for,,879,/tmp/clone-example030370585/go/vt/worker/multi_split_diff.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/multi_split_diff.go#L879,
vitessio/vitess,startCloningData,Candidate param,Name : sourceReaderCount_scw, Mandatory : true,1099,/tmp/clone-example030370585/go/vt/worker/split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/split_clone.go#L1099,
vitessio/vitess,startCloningData,Integer as a chan bound,Name : &{13591140 INT 10},1091,/tmp/clone-example030370585/go/vt/worker/split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/split_clone.go#L1091,
vitessio/vitess,startCloningData,Integer as a spawning for bound,Name : &{13591451 INT 0},1099,/tmp/clone-example030370585/go/vt/worker/split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/split_clone.go#L1099,
vitessio/vitess,startCloningData,Integer as a add bound,Name : &{13591641 INT 1},1107,/tmp/clone-example030370585/go/vt/worker/split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/split_clone.go#L1107,
vitessio/vitess,startCloningData,Go in for,,1108,/tmp/clone-example030370585/go/vt/worker/split_clone.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/split_clone.go#L1108,
vitessio/vitess,diff,Candidate param,Name : tableDefinitions, Mandatory : true,477,/tmp/clone-example030370585/go/vt/worker/split_diff.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/split_diff.go#L477,
vitessio/vitess,diff,Integer as a add bound,Name : &{13651501 INT 1},400,/tmp/clone-example030370585/go/vt/worker/split_diff.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/split_diff.go#L400,
vitessio/vitess,diff,Integer as a add bound,Name : &{13651930 INT 1},413,/tmp/clone-example030370585/go/vt/worker/split_diff.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/split_diff.go#L413,
vitessio/vitess,diff,Func as a chan bound,Name : len(tableDefinitions),477,/tmp/clone-example030370585/go/vt/worker/split_diff.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/split_diff.go#L477,
vitessio/vitess,diff,len() as a chan bound,Name : len(tableDefinitions),477,/tmp/clone-example030370585/go/vt/worker/split_diff.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/split_diff.go#L477,
vitessio/vitess,diff,Integer as a add bound,Name : &{13654523 INT 1},484,/tmp/clone-example030370585/go/vt/worker/split_diff.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/split_diff.go#L484,
vitessio/vitess,diff,Go in for,,485,/tmp/clone-example030370585/go/vt/worker/split_diff.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/split_diff.go#L485,
vitessio/vitess,diff,Integer as a for bound,Name : tableDefinitions,483,/tmp/clone-example030370585/go/vt/worker/split_diff.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/split_diff.go#L483,
vitessio/vitess,Subscribe,Integer as a chan bound,Name : &{12855414 INT 2},442,/tmp/clone-example030370585/go/vt/discovery/healthcheck.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/discovery/healthcheck.go#L442,
vitessio/vitess,NewLegacyTopologyWatcher,Integer as a add bound,Name : &{12673106 INT 1},126,/tmp/clone-example030370585/go/vt/discovery/legacy_topology_watcher.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/discovery/legacy_topology_watcher.go#L126,
vitessio/vitess,Init,Integer as a chan bound,Name : &{14773904 INT 1},87,/tmp/clone-example030370585/go/vt/servenv/servenv.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/servenv/servenv.go#L87,
vitessio/vitess,CtrlCHandler,Integer as a chan bound,Name : &{12539279 INT 2},156,/tmp/clone-example030370585/go/test/endtoend/cluster/cluster_process.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/test/endtoend/cluster/cluster_process.go#L156,
vitessio/vitess,Start,For loop not well formed,Init : <nil> Cond : &{0xc42b0df240 12642347 [timeout] 0 12642355} Post : <nil>,109,/tmp/clone-example030370585/go/test/endtoend/cluster/mysqlctld_process.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/test/endtoend/cluster/mysqlctld_process.go#L109,
vitessio/vitess,SetupEtcd,For loop not well formed,Init : <nil> Cond : &{0xc42523ade0 12650262 [timeout] 0 12650270} Post : <nil>,103,/tmp/clone-example030370585/go/test/endtoend/cluster/topo_process.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/test/endtoend/cluster/topo_process.go#L103,
vitessio/vitess,SetupConsul,For loop not well formed,Init : <nil> Cond : &{0xc43fcd1800 12652655 [timeout] 0 12652663} Post : <nil>,187,/tmp/clone-example030370585/go/test/endtoend/cluster/topo_process.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/test/endtoend/cluster/topo_process.go#L187,
vitessio/vitess,Setup,For loop not well formed,Init : <nil> Cond : &{0xc42aa5bae0 12499546 [timeout] 0 12499554} Post : <nil>,96,/tmp/clone-example030370585/go/test/endtoend/cluster/vtctld_process.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/test/endtoend/cluster/vtctld_process.go#L96,
vitessio/vitess,Setup,For loop not well formed,Init : <nil> Cond : &{0xc424e69c60 12510788 [timeout] 0 12510796} Post : <nil>,111,/tmp/clone-example030370585/go/test/endtoend/cluster/vtgate_process.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/test/endtoend/cluster/vtgate_process.go#L111,
vitessio/vitess,Setup,For loop not well formed,Init : <nil> Cond : &{0xc4253e7260 12491205 [timeout] 0 12491213} Post : <nil>,96,/tmp/clone-example030370585/go/test/endtoend/cluster/vtworker_process.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/test/endtoend/cluster/vtworker_process.go#L96,
vitessio/vitess,InitACL,Integer as a chan bound,Name : &{13964503 INT 1},407,/tmp/clone-example030370585/go/vt/vttablet/tabletserver/tabletserver.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/tabletserver/tabletserver.go#L407,
vitessio/vitess,streamHealthRegister,Integer as a chan bound,Name : &{14011113 INT 10},1704,/tmp/clone-example030370585/go/vt/vttablet/tabletserver/tabletserver.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/tabletserver/tabletserver.go#L1704,
vitessio/vitess,Watch,Integer as a chan bound,Name : &{7042265 INT 10},67,/tmp/clone-example030370585/go/vt/topo/etcd2topo/watch.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/topo/etcd2topo/watch.go#L67,
vitessio/vitess,Watch,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,73,/tmp/clone-example030370585/go/vt/topo/etcd2topo/watch.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/topo/etcd2topo/watch.go#L73,
vitessio/vitess,WaitStart,For loop not well formed,Init : <nil> Cond : &{0xc426689ea0 13342757 [timeout] 0 13342765} Post : <nil>,161,/tmp/clone-example030370585/go/vt/vttest/vtprocess.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttest/vtprocess.go#L161,
vitessio/vitess,plannedReparentShardLocked,Candidate param,Name : tabletMap, Mandatory : true,430,/tmp/clone-example030370585/go/vt/wrangler/reparent.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/reparent.go#L430,
vitessio/vitess,plannedReparentShardLocked,Func as a chan bound,Name : len(tabletMap),430,/tmp/clone-example030370585/go/vt/wrangler/reparent.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/reparent.go#L430,
vitessio/vitess,plannedReparentShardLocked,len() as a chan bound,Name : len(tabletMap),430,/tmp/clone-example030370585/go/vt/wrangler/reparent.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/reparent.go#L430,
vitessio/vitess,plannedReparentShardLocked,Integer as a add bound,Name : &{14329700 INT 1},452,/tmp/clone-example030370585/go/vt/wrangler/reparent.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/reparent.go#L452,
vitessio/vitess,plannedReparentShardLocked,Go in for,,453,/tmp/clone-example030370585/go/vt/wrangler/reparent.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/reparent.go#L453,
vitessio/vitess,plannedReparentShardLocked,Integer as a for bound,Name : tabletMap,451,/tmp/clone-example030370585/go/vt/wrangler/reparent.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/reparent.go#L451,
vitessio/vitess,plannedReparentShardLocked,Integer as a add bound,Name : &{14339791 INT 1},672,/tmp/clone-example030370585/go/vt/wrangler/reparent.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/reparent.go#L672,
vitessio/vitess,plannedReparentShardLocked,Go in for,,673,/tmp/clone-example030370585/go/vt/wrangler/reparent.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/reparent.go#L673,
vitessio/vitess,plannedReparentShardLocked,Integer as a for bound,Name : tabletMap,668,/tmp/clone-example030370585/go/vt/wrangler/reparent.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/reparent.go#L668,
vitessio/vitess,Validate,Integer as a chan bound,Name : &{14528801 INT 16},264,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L264,
vitessio/vitess,Validate,Integer as a add bound,Name : &{14528942 INT 1},269,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L269,
vitessio/vitess,validateAllTablets,Integer as a add bound,Name : &{14522746 INT 1},94,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L94,
vitessio/vitess,validateAllTablets,Go in for,,95,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L95,
vitessio/vitess,validateAllTablets,Integer as a for bound,Name : aliases,93,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L93,
vitessio/vitess,Validate,Integer as a add bound,Name : &{14529279 INT 1},281,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L281,
vitessio/vitess,validateKeyspace,Integer as a add bound,Name : &{14523497 INT 1},115,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L115,
vitessio/vitess,validateShard,Integer as a add bound,Name : &{14525198 INT 1},161,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L161,
vitessio/vitess,validateShard,Go in for,,162,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L162,
vitessio/vitess,validateShard,Integer as a for bound,Name : aliases,160,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L160,
vitessio/vitess,pingTablets,Integer as a add bound,Name : &{14528278 INT 1},249,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L249,
vitessio/vitess,pingTablets,Go in for,,250,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L250,
vitessio/vitess,pingTablets,Map as a for bound,Name : map[string]*invalid type,248,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L248,
vitessio/vitess,validateKeyspace,Go in for,,116,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L116,
vitessio/vitess,validateKeyspace,Integer as a for bound,Name : shards,114,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L114,
vitessio/vitess,Validate,Go in for,,282,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L282,
vitessio/vitess,Validate,Integer as a for bound,Name : keyspaces,280,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L280,
vitessio/vitess,ValidateKeyspace,Integer as a chan bound,Name : &{14529702 INT 16},295,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L295,
vitessio/vitess,ValidateKeyspace,Integer as a add bound,Name : &{14529714 INT 1},296,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L296,
vitessio/vitess,validateKeyspace,Integer as a add bound,Name : &{14523497 INT 1},115,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L115,
